GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0400000US12,12,Florida,7573456,23478,4864461,24241,3513794,23103,2708995,23001,7.1,0.2,4.3,0.1,2.1,0.1,13.3,0.4,5.0,0.1,2.9,0.1,1.8,0.1,9.1,0.3,11.0,0.2,8.5,0.2,5.8,0.2,16.3,0.4,11.0,0.2,9.7,0.2,7.9,0.3,13.8,0.3,14.8,0.2,14.5,0.3,13.1,0.4,15.4,0.4,18.5,0.2,19.8,0.3,20.5,0.4,15.5,0.4,11.6,0.2,13.7,0.3,15.7,0.4,7.1,0.2,11.6,0.2,14.5,0.3,17.9,0.3,5.7,0.2,4.3,0.1,5.6,0.2,7.1,0.2,1.7,0.1,4.9,0.1,6.3,0.2,8.2,0.2,2.0,0.1,50860,241,61289,377,73355,703,32389,309,72784,491,84770,667,98548,860,48266,707,37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X)
0400000US13,13,Georgia,3686135,15528,2479003,18252,1748096,19025,1207132,14964,7.5,0.2,5.0,0.3,1.9,0.2,14.0,0.6,5.1,0.2,3.0,0.2,1.4,0.1,9.6,0.4,10.3,0.3,8.3,0.3,4.8,0.3,15.5,0.6,9.9,0.3,8.9,0.3,6.9,0.3,12.2,0.5,13.6,0.3,12.8,0.3,11.4,0.4,15.5,0.6,18.4,0.4,19.1,0.5,19.6,0.6,16.3,0.6,12.2,0.3,13.9,0.4,16.3,0.5,7.6,0.5,12.8,0.3,15.6,0.4,19.8,0.5,6.0,0.4,5.0,0.2,6.4,0.3,8.5,0.4,1.6,0.2,5.3,0.2,7.0,0.2,9.4,0.3,1.7,0.2,53559,710,65018,618,80637,750,33209,941,75363,716,87774,936,104601,1256,46865,891,36.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X)
0400000US15,15,Hawaii,455868,4824,315505,5105,236236,4782,140363,5041,5.5,0.5,2.5,0.4,1.4,0.3,13.2,1.4,3.7,0.5,2.0,0.4,1.4,0.3,7.7,1.3,6.3,0.6,4.1,0.6,2.8,0.6,11.8,1.3,6.7,0.6,6.1,0.7,4.4,0.7,8.9,1.2,10.5,0.6,9.3,0.7,7.6,0.8,14.3,1.3,17.7,1.0,18.0,1.1,16.9,1.1,17.9,1.5,13.7,0.8,15.7,1.0,17.1,1.3,9.9,1.3,18.7,0.7,21.6,0.9,23.9,1.1,10.1,1.1,8.2,0.6,9.8,0.7,11.8,0.9,3.1,0.8,9.2,0.5,10.9,0.7,12.8,0.9,3.3,0.8,74511,1776,86768,1511,97414,2233,42111,2482,95904,1626,108116,1970,119136,2400,60282,2831,38.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X)
0400000US16,16,Idaho,610872,4143,411617,7286,328906,7528,199255,6420,7.3,0.6,4.0,0.5,2.0,0.4,15.7,1.5,5.0,0.5,2.6,0.5,1.4,0.3,10.6,1.2,10.2,0.6,7.0,0.7,4.9,0.6,17.8,1.2,10.2,0.7,9.0,0.8,7.5,0.9,13.2,1.3,15.4,0.7,14.9,0.9,13.9,1.0,16.0,1.4,20.5,0.8,22.6,1.0,23.9,1.2,14.7,1.2,12.1,0.7,15.0,1.0,16.7,1.1,5.7,0.7,12.2,0.7,15.4,1.0,18.4,1.1,4.5,0.9,4.0,0.4,5.4,0.6,6.5,0.7,0.9,0.3,3.1,0.4,4.2,0.5,4.9,0.6,0.8,0.3,51807,963,63182,1468,70883,1305,29627,1529,68006,1745,79746,2237,88613,2555,40856,2046,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
0400000US17,17,Illinois,4822046,12932,3100613,17145,2266786,16563,1721433,16439,7.0,0.2,4.0,0.2,1.4,0.1,13.4,0.4,4.3,0.1,2.3,0.1,1.2,0.1,8.2,0.3,9.3,0.2,6.6,0.2,3.7,0.2,15.2,0.4,8.8,0.2,7.2,0.2,5.3,0.2,12.1,0.4,12.3,0.2,11.5,0.3,9.8,0.3,13.8,0.4,17.1,0.3,17.0,0.3,16.9,0.3,16.6,0.5,12.8,0.2,14.6,0.3,16.3,0.4,8.8,0.4,15.1,0.2,19.0,0.3,22.7,0.4,7.3,0.3,6.5,0.2,8.6,0.2,10.7,0.3,2.4,0.2,6.8,0.2,9.2,0.2,12.0,0.3,2.3,0.2,60960,389,76950,630,92199,554,35953,483,84561,636,100978,844,117880,1000,52009,704,35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X)
0400000US18,18,Indiana,2533270,10440,1645758,11176,1225255,11039,887512,11254,6.7,0.2,3.8,0.3,1.4,0.2,13.3,0.6,4.8,0.2,2.7,0.2,1.1,0.1,9.2,0.4,10.6,0.3,6.9,0.3,4.0,0.3,18.3,0.6,10.6,0.3,8.7,0.3,6.3,0.3,14.6,0.6,14.8,0.4,13.7,0.4,12.0,0.4,16.8,0.6,19.8,0.3,21.5,0.4,22.7,0.5,15.4,0.6,12.8,0.3,15.9,0.4,18.6,0.5,6.3,0.4,12.4,0.3,16.4,0.5,20.5,0.6,4.1,0.4,4.2,0.2,5.7,0.3,7.3,0.4,1.0,0.2,3.5,0.2,4.8,0.2,6.1,0.3,0.9,0.1,52314,371,66032,571,77781,882,30752,386,69612,638,82886,900,95677,1094,42290,1001,33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
0400000US19,19,Iowa,1247932,7106,795043,8419,630993,8001,452889,7182,5.8,0.3,3.2,0.2,1.2,0.2,11.8,0.7,4.4,0.2,1.9,0.2,0.8,0.2,9.2,0.6,9.9,0.3,5.7,0.4,3.3,0.3,18.0,0.7,10.2,0.4,7.5,0.4,5.8,0.4,15.2,0.7,14.1,0.5,12.8,0.5,10.8,0.5,16.7,0.8,19.4,0.5,20.8,0.6,21.4,0.7,16.3,0.8,13.9,0.4,17.4,0.5,19.8,0.6,6.4,0.4,13.9,0.4,18.9,0.6,22.5,0.7,4.1,0.5,4.5,0.2,6.3,0.4,7.7,0.5,1.2,0.2,3.9,0.3,5.4,0.4,6.6,0.5,1.2,0.3,56247,695,72351,954,82895,1163,31576,490,73644,944,88997,1297,100120,1555,43639,1266,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X)
0400000US20,20,Kansas,1110407,6778,716005,8245,555970,8062,394402,8116,6.2,0.3,3.0,0.3,1.1,0.2,12.9,0.9,4.7,0.3,2.4,0.3,1.1,0.2,9.5,0.6,9.8,0.3,6.1,0.4,3.7,0.3,17.4,0.8,10.5,0.5,8.4,0.5,6.3,0.4,15.2,0.9,14.6,0.5,12.8,0.5,11.6,0.6,17.4,1.0,19.1,0.5,20.5,0.7,20.9,0.8,15.5,0.9,12.6,0.4,15.7,0.6,18.2,0.7,5.8,0.5,13.6,0.4,18.4,0.6,21.7,0.7,4.2,0.5,4.5,0.3,6.4,0.4,8.0,0.5,0.9,0.2,4.4,0.2,6.2,0.3,7.5,0.4,1.1,0.2,54935,893,70792,1067,81418,903,31227,516,73385,893,89261,1119,100601,1313,41851,1002,33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
0400000US21,21,Kentucky,1717706,9131,1121404,10897,812069,11116,596302,10780,9.6,0.3,6.1,0.3,2.2,0.3,17.5,0.8,6.3,0.3,3.9,0.3,2.2,0.2,11.1,0.7,11.7,0.4,9.1,0.5,6.1,0.4,17.8,0.8,11.0,0.4,9.9,0.5,7.7,0.5,13.2,0.7,14.1,0.5,13.5,0.5,13.3,0.5,14.5,0.8,18.0,0.5,19.4,0.6,20.8,0.7,14.9,0.8,11.4,0.4,14.2,0.5,17.2,0.7,5.5,0.4,11.1,0.4,14.6,0.5,18.5,0.7,3.8,0.4,3.4,0.2,4.8,0.3,6.1,0.4,0.6,0.1,3.4,0.2,4.6,0.3,5.9,0.4,1.0,0.2,46659,600,59023,1044,72354,954,27220,760,64852,833,77077,1037,90213,1209,39283,1164,33.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0400000US22,22,Louisiana,1720801,8997,1097712,12285,735458,10367,623089,10033,10.3,0.4,6.4,0.4,2.1,0.3,18.3,0.8,6.5,0.3,4.3,0.3,1.9,0.2,10.8,0.7,12.9,0.5,10.4,0.6,6.0,0.5,17.9,0.7,10.5,0.4,9.5,0.4,7.3,0.5,12.7,0.6,13.7,0.4,13.3,0.5,12.3,0.7,14.3,0.8,16.3,0.5,17.7,0.6,19.4,0.8,13.3,0.7,10.4,0.4,12.5,0.5,15.4,0.7,6.1,0.5,11.3,0.4,14.9,0.6,20.0,0.7,4.1,0.4,4.4,0.3,6.0,0.4,8.3,0.7,1.4,0.3,3.8,0.2,5.2,0.3,7.3,0.5,1.1,0.2,45146,776,57490,998,76410,1410,26826,652,65696,905,78660,1278,97113,1677,40226,1126,37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
0400000US23,23,Maine,531660,5774,329554,6035,256503,5929,202106,5429,6.2,0.5,2.8,0.4,1.1,0.3,12.6,1.1,5.6,0.5,2.4,0.4,1.4,0.3,11.3,1.1,10.9,0.7,7.3,0.7,4.6,0.5,17.7,1.4,10.6,0.6,9.1,0.8,7.3,0.7,13.8,1.1,13.4,0.7,12.7,0.9,11.7,0.8,14.6,1.3,19.3,0.8,20.9,1.1,21.1,1.2,15.8,1.2,12.7,0.7,16.6,1.0,18.7,1.1,6.2,0.8,13.3,0.8,17.3,1.0,20.7,1.2,5.4,0.8,4.2,0.3,5.9,0.6,7.3,0.7,1.1,0.3,3.7,0.3,5.0,0.5,6.1,0.6,1.4,0.3,53079,1379,68277,1932,78736,1840,31024,898,70392,1306,83973,1847,94347,2007,45217,1806,28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
0400000US24,24,Maryland,2194657,9484,1458953,11514,1039902,11785,735704,9658,5.2,0.2,2.7,0.2,1.0,0.2,11.0,0.7,2.9,0.2,1.6,0.2,0.6,0.1,5.7,0.4,6.5,0.3,4.3,0.3,2.2,0.2,11.7,0.5,6.7,0.3,5.6,0.3,3.6,0.3,9.4,0.6,10.1,0.3,8.7,0.4,6.6,0.4,13.5,0.6,16.4,0.4,15.3,0.5,13.6,0.5,18.7,0.8,13.5,0.3,14.3,0.4,14.3,0.5,11.7,0.6,18.6,0.4,21.5,0.5,24.3,0.6,11.8,0.6,9.5,0.3,12.1,0.4,15.3,0.5,3.4,0.3,10.5,0.3,13.9,0.4,18.5,0.4,3.1,0.4,78945,737,95336,976,115074,1052,47868,1399,102402,899,119462,1177,140177,1322,63405,1344,37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X)
0400000US25,25,Massachusetts,2579398,8290,1633661,12099,1194726,12786,945737,11435,5.8,0.3,3.4,0.2,1.1,0.1,10.8,0.5,4.3,0.2,2.0,0.2,0.9,0.1,8.6,0.4,7.6,0.3,4.8,0.3,2.7,0.2,12.8,0.5,7.1,0.2,5.6,0.3,3.7,0.2,10.4,0.5,10.2,0.3,9.0,0.3,7.0,0.3,12.8,0.6,14.8,0.4,14.1,0.4,12.6,0.4,16.2,0.6,12.5,0.3,13.5,0.4,13.9,0.4,10.1,0.4,17.7,0.4,21.1,0.5,24.5,0.5,10.8,0.5,9.1,0.2,11.7,0.3,14.6,0.4,4.0,0.3,10.8,0.2,14.7,0.4,19.2,0.5,3.5,0.3,75297,771,95207,1017,114814,1374,42343,893,101911,825,122310,1247,143966,1628,62500,1004,37.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X)
0400000US26,26,Michigan,3884153,13696,2476595,14487,1819434,13279,1407558,13507,7.3,0.2,4.2,0.2,1.5,0.1,13.9,0.4,5.0,0.2,2.7,0.2,1.3,0.1,9.3,0.4,10.7,0.2,7.3,0.3,4.1,0.2,17.4,0.4,10.4,0.2,8.4,0.2,6.4,0.2,14.1,0.4,14.0,0.2,13.0,0.3,11.8,0.3,15.8,0.4,18.5,0.3,19.7,0.3,20.4,0.4,15.4,0.4,12.1,0.2,14.9,0.3,17.0,0.4,6.6,0.3,13.0,0.2,17.1,0.3,21.2,0.4,5.1,0.3,4.7,0.1,6.4,0.2,8.2,0.3,1.2,0.1,4.4,0.1,6.2,0.2,8.1,0.3,1.2,0.1,52492,402,67330,528,80908,486,31305,309,72581,470,87436,686,102128,827,43767,655,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
0400000US27,27,Minnesota,2148725,7378,1367104,9317,1081567,10748,781621,9219,4.6,0.2,2.2,0.2,0.8,0.1,9.6,0.4,4.1,0.2,1.7,0.1,0.8,0.1,8.7,0.4,8.4,0.3,4.7,0.3,2.8,0.2,15.7,0.6,8.3,0.2,6.4,0.3,4.4,0.3,12.3,0.5,12.6,0.3,10.8,0.3,8.9,0.4,16.3,0.7,18.3,0.4,18.3,0.4,17.7,0.5,17.9,0.6,13.9,0.3,16.2,0.5,17.6,0.5,8.9,0.5,16.5,0.3,21.3,0.4,24.8,0.5,7.0,0.4,6.8,0.2,9.4,0.3,11.3,0.4,1.8,0.2,6.4,0.2,9.0,0.3,10.9,0.4,1.8,0.2,65599,606,83344,991,95551,846,37804,813,86415,772,104507,1185,117375,1367,51315,845,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X)
0400000US28,28,Mississippi,1091245,8803,730719,10889,489734,10531,360526,8546,10.4,0.4,6.8,0.5,2.5,0.4,19.2,1.1,8.0,0.4,5.0,0.5,2.1,0.3,14.3,1.1,13.0,0.5,9.9,0.6,5.8,0.5,20.2,1.0,11.2,0.5,10.9,0.6,9.0,0.7,11.9,0.9,14.2,0.6,14.4,0.7,13.4,0.8,13.4,1.0,17.0,0.6,19.0,0.8,21.4,1.0,11.8,0.9,10.8,0.5,13.4,0.6,17.6,0.8,4.8,0.6,9.7,0.5,12.9,0.6,17.6,0.9,2.8,0.4,3.2,0.3,4.3,0.4,5.9,0.5,0.8,0.3,2.6,0.2,3.4,0.3,4.7,0.4,0.8,0.2,41754,556,52672,1093,69375,1551,22552,848,58974,1006,69954,1289,85072,1516,34426,1212,38.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X)
0400000US29,29,Missouri,2372190,10844,1527349,11298,1139135,11880,844841,10759,6.8,0.3,3.7,0.3,1.5,0.2,13.3,0.7,5.2,0.2,3.2,0.2,1.5,0.2,9.4,0.4,10.6,0.3,7.4,0.3,4.5,0.3,17.4,0.8,10.8,0.3,8.9,0.4,6.8,0.4,14.5,0.5,14.7,0.3,14.0,0.4,12.2,0.5,16.2,0.6,18.9,0.3,20.2,0.5,21.3,0.5,15.9,0.5,12.5,0.3,15.0,0.4,17.6,0.5,6.8,0.4,12.3,0.3,16.3,0.4,19.9,0.6,4.3,0.3,4.3,0.2,6.0,0.3,7.7,0.4,1.1,0.2,3.9,0.2,5.5,0.3,7.0,0.4,1.0,0.2,51746,374,65058,683,77617,887,31409,521,70871,745,84680,1061,97752,1326,43077,1077,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0400000US30,30,Montana,416125,4426,257449,5388,207675,5292,158676,4537,6.4,0.5,2.8,0.5,1.3,0.4,12.8,1.2,6.0,0.6,2.8,0.5,1.8,0.4,11.3,1.2,10.7,0.8,7.2,0.8,4.8,0.5,17.3,1.6,11.3,0.7,8.3,0.8,7.2,0.8,16.6,1.5,15.6,0.9,14.7,1.0,13.5,1.1,17.2,1.6,18.6,0.9,20.8,1.0,21.8,1.1,14.4,1.4,12.2,0.7,16.2,1.0,17.9,1.1,5.1,0.9,11.7,0.7,16.4,1.0,18.7,1.2,3.4,0.7,3.8,0.4,5.4,0.6,6.6,0.7,0.9,0.4,3.7,0.4,5.4,0.6,6.3,0.7,1.0,0.4,50027,1096,66288,1333,74369,1949,30181,1031,69308,1642,85935,2533,94462,2935,40267,1706,32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X)
0400000US31,31,Nebraska,747562,4452,476436,5393,369253,5767,271126,5915,6.1,0.4,2.9,0.4,1.0,0.2,12.7,1.0,4.4,0.3,1.8,0.3,0.8,0.2,9.5,0.8,9.2,0.5,5.5,0.5,3.2,0.4,16.6,1.0,10.5,0.6,8.1,0.6,6.0,0.7,15.5,0.9,14.1,0.6,12.3,0.7,10.2,0.7,17.5,1.1,18.9,0.7,20.5,0.8,20.6,0.8,15.4,1.0,13.2,0.6,16.6,0.8,19.0,0.9,6.3,0.8,14.2,0.5,19.4,0.8,23.5,1.0,4.3,0.5,5.0,0.3,7.1,0.5,8.7,0.6,1.1,0.4,4.2,0.3,5.8,0.4,7.1,0.5,1.3,0.3,56927,767,73488,1252,85180,1246,31765,704,74586,1020,91006,1570,103257,1860,42975,1242,33.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
0400000US32,32,Nevada,1055158,6433,670968,8716,469014,8496,384190,7925,6.5,0.5,4.3,0.5,1.8,0.3,11.8,0.9,4.0,0.3,2.4,0.3,1.3,0.3,7.4,0.7,10.1,0.5,7.3,0.5,4.6,0.5,16.1,1.0,10.8,0.5,9.1,0.5,7.3,0.6,14.2,0.9,14.1,0.5,13.6,0.7,12.1,0.8,15.2,0.9,19.4,0.6,20.7,0.8,21.0,1.0,16.7,1.0,12.8,0.4,14.8,0.6,17.2,0.8,8.6,0.7,13.5,0.5,16.7,0.8,20.1,0.9,6.7,0.8,4.4,0.3,5.7,0.4,7.3,0.5,1.4,0.3,4.3,0.3,5.5,0.4,7.4,0.6,1.9,0.3,55180,901,65384,1229,76880,1094,35412,887,73383,1142,84294,1562,98087,1898,50221,1559,35.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0400000US33,33,New Hampshire,520643,5191,342912,5731,271458,5721,177731,5207,4.0,0.5,1.5,0.3,0.8,0.3,9.4,1.3,3.1,0.4,1.3,0.3,0.5,0.2,6.9,0.9,7.0,0.5,4.0,0.5,2.1,0.4,14.6,1.4,8.5,0.6,6.0,0.5,4.1,0.5,14.2,1.1,11.5,0.7,9.5,0.8,8.4,0.9,15.5,1.3,18.7,0.9,18.8,1.1,17.8,1.1,18.7,1.4,14.5,0.8,16.8,1.0,17.5,1.1,9.3,1.2,17.3,0.8,21.6,1.1,24.2,1.2,7.3,1.0,7.9,0.6,10.4,0.8,12.5,1.0,2.0,0.6,7.5,0.5,10.1,0.8,12.1,1.0,2.1,0.5,70936,1422,86696,1850,98088,2107,38603,2138,90910,1748,107498,2150,118835,2568,53614,2397,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
0400000US34,34,New Jersey,3194519,10274,2197150,15175,1623674,14092,997369,13050,5.3,0.2,2.9,0.2,1.1,0.1,11.6,0.5,3.7,0.2,2.0,0.2,0.9,0.1,8.0,0.5,7.7,0.2,5.3,0.2,3.0,0.2,13.7,0.5,7.3,0.2,6.1,0.2,4.3,0.3,10.6,0.5,10.1,0.3,8.9,0.4,7.0,0.3,13.2,0.5,15.2,0.3,14.4,0.4,13.2,0.4,16.5,0.6,12.2,0.3,13.0,0.3,13.1,0.3,10.2,0.4,17.2,0.4,20.2,0.4,23.3,0.5,9.6,0.5,9.3,0.2,11.7,0.3,14.3,0.4,3.2,0.3,12.0,0.2,15.6,0.3,19.8,0.4,3.5,0.3,76126,701,94546,1124,112928,1165,41163,555,105185,766,123820,1070,143790,1211,59679,926,37.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
0400000US35,35,New Mexico,758364,6296,481127,7528,334266,7687,277237,5882,8.8,0.6,6.1,0.7,2.2,0.4,15.4,1.2,6.5,0.4,3.8,0.4,2.2,0.4,11.6,0.9,12.9,0.6,10.3,0.6,7.2,0.6,18.0,1.2,10.4,0.6,9.8,0.8,8.7,0.8,12.1,1.1,14.1,0.6,13.8,0.7,12.9,0.9,14.1,1.0,17.5,0.6,19.0,0.8,20.1,1.1,13.4,0.8,11.5,0.5,13.6,0.8,16.3,1.1,7.0,0.8,11.2,0.6,14.0,0.8,18.0,1.0,5.9,0.6,3.5,0.3,4.6,0.4,6.0,0.6,1.4,0.3,3.6,0.3,4.9,0.5,6.5,0.7,1.0,0.3,46748,826,56802,1445,70739,1561,28883,1471,64515,1368,75682,1910,89437,2279,42114,1416,32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
0400000US36,36,New York,7209054,17665,4541583,22755,3159748,19627,2667471,20755,7.5,0.2,4.4,0.2,1.7,0.1,13.9,0.4,4.9,0.1,3.1,0.1,1.8,0.1,8.3,0.2,9.0,0.2,6.8,0.2,4.5,0.2,13.3,0.3,8.5,0.2,7.5,0.2,5.7,0.2,10.5,0.3,11.1,0.2,10.7,0.3,8.9,0.3,12.3,0.3,15.7,0.2,15.9,0.2,15.2,0.3,15.5,0.4,12.0,0.2,13.2,0.2,14.2,0.3,9.4,0.3,15.0,0.2,17.8,0.3,21.2,0.3,9.2,0.3,7.2,0.2,9.0,0.2,11.5,0.3,3.6,0.2,9.0,0.1,11.4,0.2,15.3,0.2,4.2,0.2,62909,631,77379,578,96170,682,39313,635,93373,609,109325,848,131021,1132,62064,816,40.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.8,(X)
0400000US37,37,North Carolina,3882423,16063,2542663,18509,1864455,17934,1339760,13827,7.3,0.2,4.5,0.2,1.5,0.1,13.6,0.4,5.9,0.2,3.3,0.2,1.5,0.1,11.3,0.4,10.9,0.2,8.3,0.3,5.3,0.2,16.4,0.4,10.9,0.2,9.6,0.3,7.4,0.3,13.8,0.4,14.4,0.3,13.9,0.3,12.2,0.4,15.5,0.5,18.4,0.3,19.8,0.4,21.1,0.4,15.1,0.5,12.1,0.2,14.5,0.3,17.3,0.4,6.5,0.3,11.6,0.2,14.7,0.3,18.5,0.4,5.0,0.3,4.3,0.1,5.8,0.2,7.6,0.2,1.3,0.1,4.4,0.1,5.8,0.2,7.7,0.3,1.4,0.1,50584,292,62289,524,76219,668,30977,376,70544,700,83110,935,98021,1230,44203,949,33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
0400000US38,38,North Dakota,315134,3356,184904,4823,150317,4304,130230,4087,6.1,0.7,3.2,0.8,1.1,0.4,11.2,1.3,4.1,0.5,1.3,0.5,0.7,0.3,8.3,1.1,9.0,0.9,4.8,0.9,3.2,0.6,15.7,1.8,9.0,0.8,7.5,0.9,4.8,0.7,12.2,1.5,12.7,1.0,11.2,1.1,9.5,1.0,15.1,1.8,19.4,1.0,18.5,1.2,19.3,1.3,19.4,1.8,13.6,0.8,17.4,1.2,19.2,1.3,7.5,1.0,16.4,1.0,22.3,1.4,26.1,1.6,7.0,1.4,4.9,0.5,7.1,0.8,8.4,0.9,1.5,0.5,4.8,0.5,6.7,0.7,7.6,0.9,2.0,0.6,60656,1528,79530,2144,88257,2139,37158,2475,79185,2428,96337,2834,106517,3294,52424,3844,32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X)
